Filename,BitDepth,Bandwidth,lowSNR,Saturation,Hum,Clicks,Silence,FalseStereo,OutofPhase,NoiseBursts
311fcc0d.wav,False,False,True,False,False,False,False,False,False,True
38d378d8.wav,False,True,True,False,False,False,False,False,False,False
3a87c628.wav,False,False,True,False,True,True,False,False,False,False
19135157.wav,False,False,True,False,True,True,False,False,False,True
272d95c7.wav,False,False,True,False,False,False,False,False,False,False
2d15ca77.wav,False,False,False,True,False,True,False,False,False,True
21eca32f.wav,False,False,False,True,False,True,True,False,False,True
1a606ef2.wav,False,False,True,False,True,False,False,False,False,False
19303d26.wav,False,True,True,True,False,False,True,False,False,False
1e8fe3d2.wav,False,False,False,True,False,False,False,False,False,False
03162c23.wav,False,False,True,True,False,True,False,False,False,False
2af10e99.wav,False,False,False,False,False,True,True,False,False,False
04a5c9eb.wav,False,False,False,False,False,False,False,False,False,False
39e35f03.wav,False,True,False,False,False,True,False,False,False,False
0a683136.wav,False,False,False,True,False,False,False,False,False,False
0b1503e8.wav,False,False,False,False,False,False,False,False,False,False
11641eb8.wav,False,False,False,True,False,True,False,False,False,False
2980d500.wav,False,False,False,False,True,True,False,False,False,False
1c77cedf.wav,False,False,False,False,False,False,False,False,False,False
25a8ef58.wav,False,True,False,True,False,False,False,False,False,False
1904f396.wav,False,True,False,False,False,True,True,False,False,False
2842be8c.wav,False,False,False,False,False,True,False,False,False,False
0cfe3f96.wav,False,False,False,False,False,False,True,False,False,False
1a1def6e.wav,False,False,False,True,False,False,False,False,False,False
1c785226.wav,False,False,False,False,False,True,False,False,False,False
1acb3d32.wav,False,False,False,False,False,False,True,False,False,False
09d085e3.wav,False,False,True,False,False,False,True,False,False,False
08d46566.wav,False,False,True,False,False,True,False,False,False,False
20898b89.wav,False,False,True,False,False,False,False,False,False,False
1544427c.wav,False,False,False,False,False,True,False,False,False,False
34486c7f.wav,False,False,False,False,False,False,False,False,False,False
21b24d69.wav,False,False,False,True,False,False,False,False,False,False
31b883cb.wav,False,True,False,True,False,False,False,False,False,False
0992b95a.wav,False,False,False,False,False,False,False,False,False,False
111f9431.wav,False,False,False,False,False,False,False,False,False,False
10e92421.wav,False,True,False,False,False,True,True,False,False,False
1843680b.wav,False,False,False,False,False,False,False,False,False,False
1e1e674a.wav,False,False,True,False,False,False,False,False,False,False
38b9ff18.wav,False,False,False,False,False,False,True,False,False,False
3e5ce660.wav,False,False,True,False,False,False,False,False,False,False
2ae04dd7.wav,False,False,True,False,False,False,True,False,False,False
15c34c4f.wav,False,False,False,False,False,True,False,False,False,False
042b07a4.wav,False,False,False,True,False,False,False,False,False,False
0c5ba768.wav,False,False,False,False,False,True,True,False,False,False
1d1778c4.wav,False,True,False,False,False,False,False,False,False,False
280c07e4.wav,False,False,False,True,False,False,True,False,False,False
0df1484c.wav,False,False,False,False,False,False,True,False,False,False
3ae0ea8b.wav,False,False,False,False,False,False,False,False,False,False
105460cd.wav,False,True,False,False,False,False,False,False,False,False
3b13f6a1.wav,False,False,True,False,False,True,False,False,False,False
3ac609e1.wav,False,False,True,False,False,False,False,False,False,False
01f2901a.wav,False,False,True,False,False,False,True,False,False,False
340d5db4.wav,False,False,False,False,False,False,False,False,False,False
3f2dbd00.wav,False,True,False,False,False,False,False,False,False,False
3bb6024f.wav,False,True,False,False,True,False,False,False,False,False
01440c2e.wav,False,False,False,False,False,False,False,False,False,False
240e9caa.wav,False,True,True,False,True,False,False,False,False,False
278a19ee.wav,False,True,False,False,False,False,False,False,False,False
3d27f415.wav,False,False,False,True,False,False,True,False,False,False
153579d9.wav,False,False,False,False,False,False,False,False,False,False
27080c56.wav,False,False,False,True,False,True,False,False,False,False
3a3e4b29.wav,False,False,False,True,False,False,False,False,False,False
392e88d7.wav,False,False,True,False,False,False,False,False,False,False
10678d21.wav,False,False,False,False,False,True,False,False,False,False
041cff59.wav,False,False,False,False,False,False,True,False,False,False
157dd023.wav,False,True,False,False,False,False,True,False,False,True
042b542f.wav,False,True,False,True,False,False,False,False,False,False
3c20c95f.wav,False,False,False,True,False,False,False,False,True,False
3c244ade.wav,False,False,True,False,False,False,True,False,False,False
2b2613d8.wav,False,False,False,False,False,False,False,False,False,False
36896b31.wav,False,False,True,True,False,True,True,False,False,False
21eb5d58.wav,False,True,True,False,False,False,False,False,False,False
16fd3589.wav,False,False,True,False,False,False,False,False,False,False
235213ce.wav,False,False,False,False,False,True,False,False,False,False
3c95067e.wav,False,False,True,False,False,False,False,False,False,False
006ea9ee.wav,False,False,False,False,False,False,True,False,False,False
3d7309d7.wav,False,False,False,True,False,True,False,False,False,False
2b6ee441.wav,False,False,False,False,False,True,True,False,False,False
39a8ac5c.wav,False,False,False,True,False,False,True,False,False,False
013200dc.wav,False,False,False,False,False,False,True,False,False,False
290e30df.wav,False,False,False,True,False,False,False,False,False,False
1945b8ca.wav,False,False,False,True,False,False,False,False,False,False
3a885c38.wav,False,False,True,True,True,False,False,False,False,False
24ae5bef.wav,False,True,False,False,False,False,False,False,False,False
35a7edad.wav,False,True,False,True,False,False,True,False,False,False
320adc8a.wav,False,False,False,False,False,False,False,False,False,False
3d921767.wav,False,True,False,True,False,False,False,False,False,False
081f2b5a.wav,False,True,False,True,False,False,False,False,False,False
156c1736.wav,False,False,False,False,False,False,False,False,False,False
2159eea8.wav,False,True,True,False,False,False,False,False,False,False
3e230352.wav,False,False,True,False,True,False,False,False,False,False
03fe2971.wav,False,False,False,True,False,False,True,False,False,False
1bd82417.wav,False,False,False,False,False,False,False,False,False,False
03931594.wav,False,True,False,False,False,False,True,False,False,False
38d5d026.wav,False,False,False,False,False,False,True,False,False,False
1a1de9b9.wav,False,True,False,False,False,False,True,False,False,False
2a557637.wav,False,False,False,False,False,True,True,False,False,False
14416af5.wav,False,False,False,True,True,False,False,False,False,False
2c2a3c77.wav,False,True,True,False,False,False,False,False,False,True
3474d7cd.wav,False,False,False,False,False,True,True,False,False,False
37856035.wav,False,False,False,True,False,True,False,False,False,False
0eaf6d60.wav,False,False,False,False,True,False,True,False,False,False
37a7927f.wav,False,False,False,False,False,False,False,False,False,False
19d9401d.wav,False,False,False,False,False,True,True,False,False,False
3987fc79.wav,False,False,False,True,False,False,False,False,False,False
3e9967cf.wav,False,False,False,False,False,False,True,False,False,False
0f096853.wav,False,False,True,False,False,True,False,False,False,False
297219cc.wav,False,False,False,True,False,True,False,False,False,False
1fd74cc3.wav,False,False,False,True,False,True,True,False,False,False
0c8def18.wav,False,False,False,True,False,False,False,False,False,False
1a2580e1.wav,False,True,False,False,False,False,True,False,False,False
2142adda.wav,False,False,True,False,False,False,True,False,False,False
3c216393.wav,False,False,False,False,False,True,True,False,False,False
22a7e375.wav,False,True,False,False,False,False,True,False,False,False
2d7ae271.wav,False,False,False,False,False,False,False,False,False,False
36027dca.wav,False,False,False,True,False,False,True,False,False,False
0f81d5bc.wav,False,False,False,False,False,True,False,False,False,False
1b086eb7.wav,False,False,False,False,False,False,False,False,False,False
0c16f612.wav,False,False,False,False,False,False,False,False,False,False
30e40cc3.wav,False,True,False,False,False,False,False,False,False,False
165fd18a.wav,False,False,False,False,True,False,False,False,False,False
39e2f767.wav,False,True,False,False,False,False,True,False,False,False
28849a80.wav,False,False,False,False,False,False,True,False,False,False
2087f937.wav,False,False,False,False,False,False,False,False,False,False
0dc813d8.wav,False,False,True,True,False,True,False,False,False,False
320b9457.wav,False,False,True,False,False,False,False,False,False,False
08dfe75d.wav,False,False,False,True,False,True,True,False,False,False
411993fd.wav,False,False,False,False,False,False,True,False,False,False
3792237d.wav,False,False,False,False,False,True,False,False,False,False
1899de05.wav,False,False,False,False,False,False,True,False,False,False
2451d17b.wav,False,True,False,False,False,False,True,False,False,False
336a88c3.wav,False,False,False,False,False,False,False,False,False,False
057c13c8.wav,False,True,False,False,False,False,False,False,False,False
303d4668.wav,False,False,False,False,False,False,False,False,False,False
2fe3ae63.wav,False,False,False,False,False,True,True,False,False,False
00526050.wav,False,False,False,False,False,False,True,False,False,False
2451cad9.wav,False,False,False,True,False,False,False,False,False,False
02200884.wav,False,False,False,False,False,True,False,False,False,False
2210c997.wav,False,False,False,True,False,False,False,False,False,False
028cf9db.wav,False,True,False,False,False,False,False,False,False,False
04355ea8.wav,False,False,False,True,False,False,False,False,False,False
355ddeda.wav,False,True,False,False,False,False,False,False,False,False
3a66e3df.wav,False,False,True,False,True,False,False,False,False,False
14cbc626.wav,False,False,False,False,False,True,False,False,False,False
3061e8d1.wav,False,False,False,True,False,False,False,False,False,False
08eb3a69.wav,False,False,True,True,False,False,False,False,False,False
03b80975.wav,False,False,True,True,False,False,False,False,False,True
28e32693.wav,False,True,False,False,False,False,True,False,False,False
41759973.wav,False,True,True,False,False,False,False,False,False,False
2db63f0d.wav,False,False,False,False,False,True,False,False,False,True
31c7a683.wav,False,False,False,False,False,False,False,False,False,False
0ba7fe6b.wav,False,True,False,True,False,False,False,False,False,False
33170581.wav,False,False,False,True,True,False,True,False,False,False
18183321.wav,False,False,True,False,False,False,False,False,False,False
19a7dec3.wav,False,False,False,False,False,False,False,False,False,False
1b68d94a.wav,False,False,False,False,False,False,False,False,False,False
2599ff86.wav,False,True,False,False,False,False,False,False,False,False
0d8d7af9.wav,False,False,False,False,False,True,False,False,False,False
378216b2.wav,False,False,True,False,False,False,False,False,False,False
03754ab4.wav,False,False,False,True,False,False,False,False,False,False
23c714b5.wav,False,True,False,True,False,False,True,False,False,False
1e6fe316.wav,False,False,True,False,False,False,False,False,False,False
32e0e55a.wav,False,False,False,False,False,False,True,False,False,False
2bbf558e.wav,False,True,False,False,False,True,True,False,False,False
34d4cfda.wav,False,False,False,True,False,False,False,False,False,True
0a950c32.wav,False,True,False,True,False,False,False,False,False,False
1052e52b.wav,False,False,False,False,False,False,True,False,False,False
366d25a7.wav,False,False,False,False,False,False,False,False,False,False
086ebb95.wav,False,False,True,False,False,False,False,False,False,False
3df2fc0e.wav,False,False,True,True,True,False,False,False,False,True
1b1d1b2d.wav,False,False,False,False,False,False,True,False,False,False
314a8107.wav,False,True,False,False,False,False,False,False,False,False
1def6435.wav,False,False,False,False,False,False,False,False,False,False
1dcc4dd4.wav,False,False,True,True,True,True,False,False,False,True
0bc36580.wav,False,False,False,False,False,False,False,False,False,True
15bcf71d.wav,False,False,False,True,False,False,True,False,False,False
0c698ef7.wav,False,False,True,True,False,False,False,False,False,False
3e83500f.wav,False,False,True,False,False,True,False,False,False,False
3bb9a722.wav,False,False,False,False,False,False,False,False,False,False
07295dd0.wav,False,True,False,True,False,False,False,False,False,False
41cfee6d.wav,False,False,False,False,False,False,False,False,False,False
1802421a.wav,False,False,False,False,True,False,False,False,False,False
38d50e59.wav,False,False,False,False,False,True,False,False,False,False
2462f236.wav,False,False,False,False,False,False,False,False,False,False
03a47c4a.wav,False,False,True,False,False,False,True,False,False,False
2e61e614.wav,False,False,False,False,False,False,True,False,False,False
2f14d3b3.wav,False,False,False,False,False,False,False,False,False,False
058a4a79.wav,False,True,False,True,False,False,False,False,False,True
062e94dd.wav,False,False,False,False,False,False,True,False,False,False
396d793f.wav,False,False,True,False,False,False,False,False,False,True
228a538c.wav,False,False,False,False,False,True,False,False,False,False
2cfdaecd.wav,False,False,True,True,False,False,False,False,False,False
27446bcd.wav,False,True,False,True,False,False,False,False,False,False
3d0beb6f.wav,False,False,True,False,False,False,False,False,False,True
1ec2f60d.wav,False,False,False,False,False,True,False,False,False,False
0a6e6889.wav,False,True,False,False,True,False,False,False,False,False
0d8f3f54.wav,False,True,False,True,False,False,True,False,False,False
262131af.wav,False,True,False,True,False,False,False,False,False,False
23244f49.wav,False,False,False,False,False,True,False,False,False,False
352ce267.wav,False,True,False,True,False,False,True,False,False,False
2d8135cc.wav,False,False,True,False,False,False,False,False,False,False
1f293888.wav,False,True,False,True,False,False,True,False,False,False
349e5ea7.wav,False,False,False,False,False,False,False,False,False,False
03300fcb.wav,False,False,False,False,False,False,True,False,False,False
40afd1b3.wav,False,False,False,False,False,False,False,False,False,False
39c1f2fd.wav,False,False,False,False,False,True,False,False,False,False
2189acc6.wav,False,False,False,False,False,False,False,False,False,False
086ce4a5.wav,False,False,False,False,False,False,False,False,False,False
1be1c727.wav,False,False,False,False,False,False,True,False,False,False
07da8ebf.wav,False,False,False,True,False,False,True,False,False,False
25beac1d.wav,False,False,False,True,False,True,True,False,False,False
0506eee8.wav,False,False,False,False,False,False,True,False,False,False
3d287b47.wav,False,False,False,False,False,True,True,False,False,False
288a89c1.wav,False,True,False,False,False,False,False,False,False,False
3052fe86.wav,False,False,False,False,False,False,False,False,False,False
2da4c729.wav,False,False,False,False,True,False,False,False,False,False
223032ba.wav,False,False,True,False,False,False,False,False,False,False
23726888.wav,False,False,False,False,False,False,True,False,False,False
0ef6fb07.wav,False,False,False,False,False,False,True,False,False,False
07670752.wav,False,False,True,False,False,False,False,False,False,False
30f8ba51.wav,False,True,False,True,False,False,False,False,False,False
295268ea.wav,False,False,False,False,False,False,False,False,False,False
2df0cf1f.wav,False,False,False,False,False,False,True,False,False,False
262d4cca.wav,False,False,False,False,False,False,False,False,False,False
3246e22c.wav,False,False,True,False,False,False,False,False,False,False
011ec5b8.wav,False,True,False,False,False,True,True,False,False,False
134c95a2.wav,False,False,False,False,False,True,False,False,False,False
34cca3b3.wav,False,True,False,False,False,False,False,False,False,False
0814db2b.wav,False,False,False,False,False,False,False,False,False,False
0af7446d.wav,False,False,False,True,False,True,False,False,False,False
413b5427.wav,False,False,False,False,False,False,False,False,False,False
41c60bba.wav,False,False,False,False,False,True,False,False,False,False
0064aedf.wav,False,False,False,False,False,True,False,False,False,False
2b95327b.wav,False,False,True,False,False,False,False,False,False,False
021457df.wav,False,False,False,False,False,True,False,False,False,False
0a3c2351.wav,False,False,False,False,False,False,False,False,False,False
2ed9ce69.wav,False,False,False,False,False,False,True,False,False,False
1fec2121.wav,False,False,True,False,False,True,False,False,False,False
200b6920.wav,False,False,False,False,False,True,False,False,False,False
3c348e5c.wav,False,False,False,False,False,True,False,False,False,False
405c66af.wav,False,False,False,False,False,False,False,False,False,True
218c8907.wav,False,True,False,False,False,False,False,False,False,False
1aec75a6.wav,False,False,False,True,False,False,False,False,False,False
05c881c4.wav,False,False,False,False,False,False,True,False,False,False
0aee7a2a.wav,False,False,True,False,False,True,False,False,False,False
3a2353bb.wav,False,False,False,False,False,False,False,False,False,False
0e9e941b.wav,False,False,False,False,False,False,False,False,False,False
0bec3f54.wav,False,False,False,False,False,False,True,False,False,False
3df5c540.wav,False,False,False,False,False,False,False,False,False,False
10d94568.wav,False,False,False,False,False,False,False,False,False,True
35a8a688.wav,False,False,False,False,False,False,True,False,False,False
2f41afe1.wav,False,True,False,True,False,False,False,False,False,False
31312cda.wav,False,False,False,False,False,False,True,False,False,False
379ae4e1.wav,False,False,True,False,False,False,False,False,False,False
1e1a72d5.wav,False,False,False,False,False,False,False,False,False,False
05af19b1.wav,False,False,True,True,False,False,False,False,False,False
3e3a6910.wav,False,False,False,True,False,False,False,False,False,False
1a068a84.wav,False,False,False,True,False,False,True,False,False,False
08facc12.wav,False,True,False,False,False,True,False,False,False,False
3ce0dcd0.wav,False,True,False,True,False,False,False,False,False,False
134c3fea.wav,False,False,False,False,False,True,False,False,False,False
167a4f00.wav,False,True,False,False,False,False,True,False,False,False
362f92f4.wav,False,False,False,False,False,False,False,False,False,False
2e9ced66.wav,False,False,True,False,False,False,False,False,False,False
29699f09.wav,False,False,False,False,False,True,False,False,False,True
2624e8ff.wav,False,False,False,False,False,False,False,False,False,False
3e656c6e.wav,False,False,False,False,False,False,True,False,False,False
06345241.wav,False,False,False,True,False,False,False,False,False,False
2303e210.wav,False,False,False,False,False,False,True,False,False,False
16b56d33.wav,False,True,False,False,False,True,True,False,False,False
2758a116.wav,False,False,False,True,False,False,False,False,False,False
34f2c99d.wav,False,False,False,True,False,False,False,False,False,False
2dfd32a3.wav,False,False,True,True,False,True,False,False,False,True
18929e41.wav,False,False,False,False,False,False,False,False,False,False
18ea2e9e.wav,False,False,True,False,False,False,False,False,False,False
13e84f69.wav,False,False,False,True,False,False,True,False,False,False
2edb4142.wav,False,False,False,False,False,False,False,False,False,False
3db44f6c.wav,False,True,False,False,False,False,False,False,False,False
160acbb0.wav,False,True,False,True,False,False,False,False,False,False
28ff0651.wav,False,True,False,False,False,False,False,False,False,False
406a1cc1.wav,False,False,False,False,False,True,False,False,False,False
00559da4.wav,False,False,False,False,False,True,False,False,False,True
25c8686f.wav,False,False,False,False,True,False,False,False,False,False
3e7889ed.wav,False,False,False,False,False,False,True,False,False,False
1b5b6468.wav,False,False,False,False,False,False,False,False,False,False
1a5c4e84.wav,False,False,True,False,False,False,False,False,False,False
0865816c.wav,False,True,False,False,False,True,False,False,False,False
1b5daf72.wav,False,False,False,False,False,False,False,False,False,False
30f7577e.wav,False,False,False,False,False,False,False,False,False,False
25e059d3.wav,False,False,True,False,False,False,False,False,False,False
191adc5f.wav,False,True,False,False,False,False,False,False,False,False
01cf8354.wav,False,False,False,True,False,True,True,False,False,False
057a3c2e.wav,False,False,False,False,False,False,False,False,False,False
022e3b2c.wav,False,True,False,True,False,True,False,False,False,True
2c010e00.wav,False,False,True,False,False,True,False,False,False,True
2ac8607d.wav,False,False,False,True,False,False,True,False,False,False
15849032.wav,False,False,True,False,False,True,False,False,False,True
2be779a7.wav,False,False,False,False,False,True,False,False,False,False
1ea533ec.wav,False,False,False,False,False,False,True,False,False,False
3544797d.wav,False,False,False,False,False,False,False,False,False,True
366d6820.wav,False,False,False,False,False,False,False,False,False,False
3d5f899d.wav,False,False,False,False,False,False,True,False,False,False
166a05c0.wav,False,False,True,False,False,True,False,False,False,False
302f4eb8.wav,False,False,False,False,False,False,True,False,False,False
3858d281.wav,False,False,False,True,False,False,False,False,False,False
0849057f.wav,False,False,False,False,False,False,False,False,False,False
24456657.wav,False,False,True,False,False,False,False,False,False,True
22cd860e.wav,False,False,False,False,False,True,False,False,False,False
07dff283.wav,False,False,False,False,False,False,True,False,False,False
197ce5b2.wav,False,False,False,False,False,False,False,False,False,False
3129e5b4.wav,False,True,False,True,False,False,True,False,False,False
2c3a44f2.wav,False,False,False,False,False,False,False,False,False,False
04441d5b.wav,False,False,False,False,False,False,False,False,False,False
0d34341d.wav,False,False,False,False,True,False,False,False,False,False
3bfcab18.wav,False,True,False,False,False,False,False,False,False,False
023081f2.wav,False,False,False,False,False,False,True,False,False,False
382587b8.wav,False,False,False,False,False,True,True,False,False,False
4093913f.wav,False,False,True,False,False,True,False,False,False,False
2b160bb2.wav,False,False,False,False,False,True,False,False,False,False
4034f327.wav,False,False,True,False,False,False,True,False,False,True
2eb3002c.wav,False,False,False,False,False,False,True,False,False,False
0dc06757.wav,False,False,False,False,False,False,False,False,False,False
08810dd4.wav,False,True,False,False,False,True,False,False,False,False
1ad7f703.wav,False,True,False,False,False,True,False,False,False,False
23fabbb4.wav,False,False,False,False,False,False,False,False,False,True
40c1ed87.wav,False,False,False,False,False,False,False,False,False,False
2236c850.wav,False,False,False,False,True,False,False,False,False,False
3b23ed90.wav,False,False,False,False,False,True,True,False,False,False
1eac92a1.wav,False,False,False,False,False,False,True,False,False,False
17361a5c.wav,False,False,True,False,False,False,False,False,False,False
33139052.wav,False,False,True,True,False,False,True,False,False,True
048c3418.wav,False,False,False,False,False,True,False,False,False,True
3288c908.wav,False,True,True,True,False,False,False,False,False,False
399732ec.wav,False,False,False,False,False,True,False,False,False,False
0fffc208.wav,False,False,False,False,False,False,True,False,False,False
3acbee34.wav,False,False,False,True,False,False,False,False,False,False
4040f015.wav,False,False,False,False,False,False,False,False,False,False
36beb3fd.wav,False,True,False,True,False,False,False,False,False,False
1d7d2a17.wav,False,False,False,False,True,False,False,False,False,False
2012b2f4.wav,False,False,False,False,False,True,False,False,False,False
0163d203.wav,False,False,False,False,False,False,False,False,False,False
32d21079.wav,False,True,False,False,False,False,False,False,False,False
39eb6dd5.wav,False,True,False,True,False,False,True,False,False,True
27924331.wav,False,False,False,True,False,False,True,False,False,False
1a362723.wav,False,False,False,True,False,False,True,False,False,False
342cc3ae.wav,False,True,False,False,False,False,True,False,False,False
2c39bb30.wav,False,False,False,False,False,False,False,False,False,False
34fbb318.wav,False,True,False,False,False,True,False,False,False,False
0782d022.wav,False,False,False,True,False,False,False,False,False,False
1751bb8a.wav,False,False,False,False,False,True,False,False,False,False
1c983e19.wav,False,False,False,True,False,True,False,False,False,True
0fdb30c1.wav,False,False,False,False,False,False,False,False,False,False
0ea99bf4.wav,False,False,False,False,False,False,False,False,False,False
2cd526f7.wav,False,False,False,False,False,False,True,False,False,False
1a44ace1.wav,False,True,False,True,False,False,True,False,False,False
38fea590.wav,False,True,False,False,False,False,False,False,False,False
309eea85.wav,False,True,False,False,False,False,False,False,False,False
419271cc.wav,False,True,False,False,False,False,False,False,False,False
127adb78.wav,False,False,False,False,False,False,False,False,False,False
398b6fa6.wav,False,False,False,False,False,True,False,False,False,False
217b109a.wav,False,False,True,False,False,False,False,False,False,False
23d35eea.wav,False,False,False,False,False,True,True,False,False,False
21d49986.wav,False,False,False,True,False,False,False,False,False,False
3efc0912.wav,True,True,False,False,False,False,False,False,False,False
2a0a3828.wav,False,False,False,False,False,True,False,False,False,False
06604d51.wav,False,False,False,False,False,False,False,False,False,False
10a7b8f3.wav,False,False,False,False,False,False,True,False,False,False
2af77e7f.wav,False,False,False,False,False,False,False,False,False,False
2eeb7f35.wav,False,False,True,False,False,False,False,False,False,False
143e6d96.wav,False,False,False,False,False,False,False,False,False,False
2d56c2ae.wav,False,False,False,False,False,False,False,False,False,False
26a25f5d.wav,False,False,False,False,False,False,True,False,False,False
0815543c.wav,False,False,False,False,False,False,True,False,False,False
0c8d9148.wav,False,False,False,False,False,True,True,False,False,False
25e23528.wav,False,True,False,True,False,False,False,False,False,False
0a8e1630.wav,False,True,False,False,False,True,False,False,False,False
3a28e28a.wav,False,True,False,True,True,False,False,False,False,False
04702c1c.wav,False,False,False,True,False,False,False,False,False,False
2a484593.wav,False,False,False,False,False,True,False,False,False,False
21102a3a.wav,False,False,False,False,False,False,False,False,False,False
1158e587.wav,False,True,False,False,False,False,True,False,False,False
340da762.wav,False,False,False,False,True,False,False,False,False,False
38558ab1.wav,False,False,False,True,False,False,False,False,False,False
24ecb25d.wav,False,False,False,False,False,False,False,False,False,False
14d22f20.wav,False,False,False,False,False,False,False,False,False,False
117358df.wav,False,False,False,False,False,False,True,False,False,False
12689530.wav,False,False,False,False,False,False,False,False,False,False
3b75b456.wav,False,True,True,False,False,False,False,False,False,False
2583a54d.wav,False,False,False,False,False,True,True,False,False,False
3a2a4822.wav,False,False,False,False,False,True,True,False,False,False
15288481.wav,False,False,False,True,False,False,False,False,False,False
08f36895.wav,False,False,True,False,False,False,False,False,False,False
26263cf0.wav,False,False,False,False,False,False,False,False,False,False
384b0ff2.wav,False,False,False,False,False,False,False,False,False,False
3d0dca90.wav,False,False,True,False,False,False,False,False,False,False
083cc652.wav,False,False,False,True,False,False,False,False,False,False
006a91d2.wav,False,False,True,False,False,False,False,False,False,False
39e1b8cc.wav,False,True,False,False,False,True,False,False,False,False
12d3e91f.wav,False,False,False,False,False,False,False,False,False,False
33ef8393.wav,False,False,False,False,False,False,False,False,False,False
390995ef.wav,False,False,False,False,False,False,True,False,False,False
0bb86b6c.wav,False,False,False,False,False,False,True,False,False,False
1c1dd720.wav,False,False,False,False,False,True,False,False,False,True
35930583.wav,False,True,False,False,False,False,False,False,False,False
30ac78a6.wav,False,True,False,False,False,False,True,False,False,False
0f3fe29d.wav,False,False,True,False,False,False,False,False,False,False
1670b964.wav,False,False,False,True,False,False,False,False,False,True
1bfd4be2.wav,False,False,True,False,False,False,False,False,False,False
2d7218f8.wav,False,False,False,False,False,False,True,False,False,False
1877623e.wav,False,False,False,False,False,False,False,False,False,False
100e123a.wav,False,True,True,False,False,False,False,False,False,False
